BD;ID;TIPO;SUBTIPO;FECHA;DETONANTE;DETONANDES;FUENTE;SUBREGION;MUNICIPIO;PUEBLO;SITIO;INCERTIDUMB;NORTE;ESTE;FALLECIDOS;ECONOMICAS;NOTAS;LINKFOTO;CPU
ant;1470;Debris Flow;;2008-10-16;Rainfall;Lluvias - Inundación de viviendas por caudal de agua;Alcalde;Norte;Gómez Plata;;Zona urbana Vereda Primavera el Salto la Arenera;High;6.6817889;-75.2197365;0;184;Se recibe fichas para reporte las ayudas humanitarias la atendio el municipio.//solicita material para tres viviendas y asesoria tecnica para 5 obras de mitigacion (DI6Author : PABLO PUERTA DI6Date : 2008 10 16);
ant;1471;Debris Flow;;2008-10-17;Rainfall;Lluvias - Inundación;Alcalde;Norte;Gómez Plata;;áRea urbana;High;6.6817889;-75.2197365;0;900;Se enviaron ayudas ver carpeta del municipio//coordinador operativo fue al municipio (DI6Author : PABLO PUERTA DI6Date : 2008 10 20);
ant;1869;Landslide;;2011-10-31;Rainfall;Vendaval;Fax Sin;Norte;Gómez Plata;;Botero-San Fdo;High;6.6817889;-75.2197365;0;5;;
ant;2067;Landslide;;2014-04-05;Rainfall;Lluvias;Reporte Cmgrd Rad 177442;Norte;Gómez Plata;;Zona rural;High;6.6817889;-75.2197365;0;538;;
ant;2254;Landslide;;2018-06-02;Rainfall;Lluvias;El Colombiano;Norte;Gómez Plata;;Vía Hacia Medellín sector las Lajas;High;6.6817889;-75.2197365;0;0;Cierre total;
ant;324;Debris Flow;;1955-08-04;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Norte;Carolina;;6º43´34´´ Y 75º17´06´´.;Low;6.72611111111111;-75.285;0;0;(di6author : di6date : );
ant;107;Landslide;;1996-06-05;Anthropic;Error humano - Explotación minera;Corantioquia;Norte;Carolina;;F. la Vega.;High;6.7237546;-75.2811105;0;0;En este sitio se ha extraído material de afirmado ocasionando problemas de inestabilidad. las dimensiones aproximadas son de 40m de altura 60-80m de ancho pendiente entre 60-70º tiene un patio de 30m de fondo.cerca al sitio pasa una falla geológica. s;
ant;325;Debris Flow;;1962-12-22;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Norte;Carolina;;;High;6.7237546;-75.2811105;0;0;(di6author : di6date : );
ant;1952;Landslide;;2012-04-21;Rainfall;Lluvias;Reporte Clopad;Norte;Carolina;;;High;6.7237546;-75.2811105;1;0;;
ant;109;Landslide;;1996-06-06;Rainfall;Lluvias - Intensas lluvias;Corantioquia;Oriente;Alejandría;;V. la Florida.;High;6.3758292;-75.141737;0;0;En el sitio existe un proceso erosivo grande que se viene presentando hace unos 5 años se observa deslizamientos producidos por aguas subterráneas y lluvias el terreno está agrietado en varios sitios estas grietas no presentan uniformidad y sus dimens;
ant;185;Landslide;;1990-09-26;Rainfall;Lluvias - El invierno;El Colombiano;Oriente;Alejandría;;Vía la Herradura-Angostura.;High;6.3758292;-75.141737;0;0;(di6author : c.p. di6date : 6/04/01);
ant;1731;Landslide;;2010-11-24;Rainfall;Vendaval;R 299114;Oriente;Alejandría;;San Miguel el Popo el Cerro;High;6.3758292;-75.141737;0;35;;
ant;1953;Landslide;;2012-04-21;Rainfall;Lluvias;Reporte Clopad;Oriente;Alejandría;;;High;6.3758292;-75.141737;0;59;;
ant;2136;Landslide;;2015-05-31;Unknown;Desconocida;Dapard;Oriente;Alejandría;;;High;6.3758292;-75.141737;0;0;Deslizamiento deja un total de 4 personas afectadas con 2 familias afectadas.;
ant;8274;Landslide;;2021-05-26;Rainfall;;El Colombiano;Oriente;Alejandría;Alejandría;Alejandría;Mid;6.376;-75.141;0;1 vivienda afectada;Afectación en una vivienda de la zona urbana por deslizamiento, por lo que debieron evacuar a tres personas.;
ant;8633;Landslide;;2022-09-19;Rainfall;;MiOriente;Oriente;Alejandría;Vía Alejandría - Santo Domingo;El Peldar;High;6.376;-75.141;0;Vías obstruidas;Un deslizamiento de tierra de grandes proporciones en la vía que comunica a los municipios de Alejandría y Santo Domingo, en el sitio conocido como El Peldar;
ant;168;Landslide;;1984-09-26;Rainfall;Lluvias - Época invernal;El Colombiano;Nordeste;Yolombó;;Vía Yolombó-Vegachí.;High;6.6462063;-75.0143824;0;0;(di6author : c.p. di6date : 7/02/01);
ant;756;Landslide;;1921-11-21;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Yolombó;;El Limon.Km 116 Vía Ferrea.;High;6.6462063;-75.0143824;0;0;(di6author : c.p. di6date : 27/01/2001);
ant;757;Landslide;;1982-10-27;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Yolombó;;Carretera Porce-Yolombo.;High;6.6462063;-75.0143824;0;0;(di6author : c.p. di6date : );
ant;758;Landslide;;1987-11-04;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Yolombó;;Vía Yolombo-Mulatos.;High;6.6462063;-75.0143824;0;0;(di6author : c.p. di6date : );
ant;759;Debris Flow;;1945-08-15;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Nordeste;Yolombó;;Mina la Esperanza.;High;6.6462063;-75.0143824;3;0;(di6author : c.p. di6date : );
ant;770;Landslide;;1996-11-06;Anthropic;Error humano - Aguas residuales sin control;Dapard.;Nordeste;Yolombó;;La Espiga;High;6.6462063;-75.0143824;0;0;En el sector de la calle la espiga se presenta un deslizamiento de tipo rotacional cuya corona alcanza una longitud de 150m y afecta directamente la red de acueducto. (DI6Author : C.P. DI6Date : );
ant;793;Landslide;;1995-08-08;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Nordeste;Yolombó;;;High;6.6462063;-75.0143824;0;0;Ver pag 7a del colombiano del 24/08/95. (DI6Author : C.P. DI6Date : 27/06/01);
ant;1209;Landslide;;2005-06-06;Anthropic;Error humano - Falla de una tapia lateral en la alcaldia municipal;Administración Municipal;Nordeste;Yolombó;;Alcaldía Municipal;High;6.6462063;-75.0143824;0;0;Falla de tapia que requiere demolicion total en el area que comprende las oficinas de la alcaldia municipal y el salon del concejo muncipal (di6author : bcc di6date : jun.30);
ant;1410;Landslide;;2008-07-03;Rainfall;Lluvias - Inunaciones y deslizamiento quebrada barreño;Planeación;Nordeste;Yolombó;;La Cumbre;High;6.6462063;-75.0143824;1;13;El sectretareio de planeacion reporta u puente sobre la wuebreda barreño y que conduce hacia amalfi un trapiche comunitario una persona fallecida y rescatada con retroescabadotra del municipo.//ademas adiciona censos de la emergencia anterior por inundc;
ant;1477;Debris Flow;;2008-06-09;Rainfall;Lluvias - Creciente río Porce;Planeación;Nordeste;Yolombó;;El Hormiguero Villanueva el Tapon;High;6.6462063;-75.0143824;0;0;Se recibe ficha de reporte de emergencia se envia un geologo para ver daños//ver carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008 11 11);
ant;1480;Debris Flow;;2008-06-12;Rainfall;Lluvias;Planeación;Nordeste;Yolombó;;Barbascal;High;6.6462063;-75.0143824;0;0;Se recibe ficha acta del clopad y listado de damnificados//se pasa a agricultura por ser del sector agricola. (DI6Author : PABLO PUERTA DI6Date : 2008 11 11);
ant;1849;Debris Flow;;2011-09-15;Rainfall;Vendaval;Fax 379;Nordeste;Yolombó;;Urbana;High;6.6462063;-75.0143824;0;40;;
ant;1856;Debris Flow;;2011-10-05;Rainfall;Vendaval;Fax 406;Nordeste;Yolombó;;Q'Hubo la Arboleda;High;6.6462063;-75.0143824;0;5;;
ant;1947;Debris Flow;;2012-01-05;Rainfall;Lluvias;Reporte Clopad;Nordeste;Yolombó;;;High;6.6462063;-75.0143824;0;68;;
ant;1963;Landslide;;2012-06-26;Rainfall;Lluvias;Reporte Clopad;Nordeste;Yolombó;;;High;6.6462063;-75.0143824;0;14;;
ant;2265;Landslide;;2018-06-03;Rainfall;Lluvias;El Colombiano;Nordeste;Yolombó;;Vía Medellín-Yolombó, sector la Portada;High;6.6462063;-75.0143824;0;0;Paso a un carril;
ant;8695;Debris Flow;;2023-05-30;Rainfall;;Dagran;Nordeste;Yolombó;Corregimiento Villa Nueva;Corregimiento Villa Nueva;High;6.58938;-75.013444;0;80 familias damnificadas, 7 viviendas colapsadas;Yolombó: avenida torrencial en el corregimiento Villa Nueva, el saldo es de 80 familias damnificadas, 7 viviendas colapsadas. Varios deslizamientos incomunican a este corregimiento con la zona urbana.;
ant;8697;Debris Flow;;2023-06-01;Rainfall;;Dagran;Nordeste;Yolombó;Yolombó;Yolombó;High;6.59518;-75.015204;0; 5 viviendas tuvieron colapso total. 6 familias con pérdida total de enseres por inundación y 35 familias con pérdida parcial;Yolombo: ante la emergencia  por deslizamiento, avenida torrencial e inundación.  5 viviendas tuvieron colapso total. 6 familias con pérdida total de enseres por inundación y 35 familias con pérdida parcial;
ant;1479;Landslide;;2008-06-09;Rainfall;Lluvias - Desprendimiento de rocas filtracion de aguas;Planeación;Nordeste;Yolombó;Bengala;El Rebaño;Mid;6.595905;-75.0146029;0;0;Se recibe la ficha de reporte de emergencia//se presenta proyecto de reubicacion de viviendas//se recibe acta del clopad y listado de afectados (DI6Author : PABLO PUERTA DI6Date : 2008 11 11);
ant;8438;Landslide;;2021-11-16;Unkown;;H13N;Nordeste;Yolombó;Vereda La Marquesa;km 12 de la vía La Cortada - Yolombó;High;6.596;-75.015;0;0;Deslizamiento de tierra en la vereda La Marquesa de Yolombó en el km 12 de la vía La Cortada - Yolombó.;
ant;197;Landslide;;1983-10-23;Rainfall;Lluvias - Época de invierno;El Colombiano;Nordeste;Amalfi;;Vía Abejorral - Río Arma.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;198;Landslide;;1984-10-31;Rainfall;Lluvias - Intensas lluvias;El Colombiano;Nordeste;Amalfi;;Vía Abejorral-La Cascada Km7.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;199;Landslide;;1984-10-31;Rainfall;Lluvias - Época de invierno;El Colombiano;Nordeste;Amalfi;;Vía Pantanillo-Rio Arma. Km 8.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;200;Landslide;;1984-10-31;Rainfall;Lluvias - Época de invierno;El Colombiano;Nordeste;Amalfi;;Vía Abejorral-La Eme-El Guaico.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;201;Landslide;;1984-11-07;Rainfall;Lluvias - El invierno;El Colombiano;Nordeste;Amalfi;;Vía Pantanillo-La Cascada.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;202;Landslide;;1988-09-09;Rainfall;Lluvias - El invierno;El Colombiano;Nordeste;Amalfi;;Vía la Cascada-El Cairo.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;203;Landslide;;1988-09-13;Rainfall;Lluvias - Época invernal;El Colombiano;Nordeste;Amalfi;;Vía Abejorral-Purina.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;211;Landslide;;1986-10-23;Rainfall;Lluvias - Época invernal;El Colombiano;Nordeste;Amalfi;;Vía Alejandría-Concepción.;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;212;Debris Flow;;1950-11-25;Rainfall;Lluvias - Época invernal;El Colombiano;Nordeste;Amalfi;;Ultimos Dias de Noviembre .;High;6.895627;-75.0143824;0;0;(di6author : c.p. di6date : 6/04/01);
ant;938;Landslide;;1996-05-24;Rainfall;Lluvias - Ola invernal;Cornare.;Nordeste;Amalfi;;Quebrada el Buey Caño Seco .;High;6.895627;-75.0143824;0;0;El desprendimiento de material y su arrastre hacia el rio buey han ocasionado variaciones en la dinámica de la quebrada observandose socavación en orillas contarias al lado del proceso erosivo acumulación de material en el lecho del rio profundizació;
ant;939;Landslide;;1995-02-10;Rainfall;Lluvias - Fuertes lluvias;Cornare.;Nordeste;Amalfi;;Caño Seco Margen Izquierda del Río Buey.;High;6.895627;-75.0143824;0;0;El movimiento comenzó hace 4 años el cual consiste en un deslizamiento remontante ocurrido en los nacimientos de una vaguada que entrega aguas al rio buey. esto se originó después de torrenciales aguaceros. (DI6Author : C.P. DI6Date : 12/07/01);
ant;942;Landslide;;1994-07-26;Rainfall;Lluvias - Fuertes lluvias;Cornare.;Nordeste;Amalfi;;Vereda Llanogrande.;High;6.895627;-75.0143824;0;0;El deslizamiento está ubicado sobre la via que conduce el corregimiento pantanillo al corregimiento el oro (dpto de caldas) sobre la margen izquierda de la carretera.//sobre la corona aparecen grietas de 10 cm de ancho y 30 de longitud conformando un bl;
ant;972;Landslide;;1996-07-02;Anthropic;Error humano - Inadecuado manejo de aguas lluvias y de escorrentía;Cornare.;Nordeste;Amalfi;;Vereda la Esperanza.;High;6.895627;-75.0143824;0;0;Se observa un gran deslizamiento que afectó la banca de la vía y de seguir su crecimiento puede involucrar dos casas y la escuela. el fenómeno se encuentra en la margen izquierda de la escuela la nueva esperanza y 100 m antes de esta. (DI6Author : C.P;
ant;973;Landslide;;1996-07-02;Anthropic;Error humano - Mal manejo de aguas lluvias y de escorentía;Cornare.;Nordeste;Amalfi;;Vereda las Lomitas. 5 Km de la Escuela San Luis.;High;6.895627;-75.0143824;0;0;El proceso erosivo se viene presentando hace varios años es fundamental la implementación de una serie de obras civiles. (DI6Author : C.P. DI6Date : 28/08/01);
ant;974;Landslide;;1996-07-02;Anthropic;Error humano - Malos amenjos de aguas lluvias;Cornare.;Nordeste;Amalfi;;Vereda Carrizales. Vía Abejorral-Sosón.;High;6.895627;-75.0143824;0;0;El proceso erosivo da muestra de ya haber sido intervenido pero se hace indispensable la construcción de algunas obras civiles y de reforestación. (DI6Author : C.P. DI6Date : 28/08/01);
ant;999;Landslide;;1999-04-13;Rainfall;Lluvias - Intensos aguaceros;Cornare.;Nordeste;Amalfi;;Vereda Piedras Km 11 de la Vía Hacia San Rafael.;High;6.895627;-75.0143824;0;0;Este fenómeno afectó por lo menos 2 ha de terrenos cultivados de café platano y pastos. se produjo por la desestabilización del talud asociado al corte de la carretera además de las altas precipitaciones en la zona y las altas pendientes. el desliza;
ant;1003;Landslide;;1998-08-25;Anthropic;Error humano - Uso inadecuado del suelo;Cornare.;Nordeste;Amalfi;;Km 2 + 100 M Margen Derecha del Río Buey.;High;6.895627;-75.0143824;0;0;Es un gran deslizamiento producto de la falta de tratamiento del talud genrado por apertura de la vía y del uso inadecuado del suelo. (DI6Author : C.P. DI6Date : 4/09/01);
ant;1028;Landslide;;1996-06-19;Unknown;Otra causa - No reportada;Cornare.;Nordeste;Amalfi;;Vereda Caño Seco.;High;6.895627;-75.0143824;0;0;Desprendimiento de roca y suelo zona de alto riesgo material que puede caer al río y producir inundaciones en la parte baja. (DI6Author : C.P. DI6Date : 6/09/01);
ant;1050;Landslide;;1998-07-15;Unknown;Otra causa - No se sabe;Cornare.;Nordeste;Amalfi;;Vereda el Respaldo.;High;6.895627;-75.0143824;0;0;Terrenos expuestos que ayudan a la generación de nuevos procesos erosivos sedimentación de la quebrada en algunos sitios se ha observado quemas lo cual incrementa la erosión. el riesgo puede incrementar. (DI6Author : C.P. DI6Date : 7/09/01);
ant;1056;Landslide;;1999-02-17;Unknown;Otra causa - No se sabe;Cornare.;Nordeste;Amalfi;;Los Chorritos la Esperanza.;High;6.895627;-75.0143824;0;0;1020 m2 de área afectada el municipio ha realizado obras para mejorar el estado de la vía se sigue produciendo hundimiento. escuela con grandes agrietamientos. (DI6Author : C.P. DI6Date : 7/09/01);
ant;1057;Landslide;;1999-03-03;Rainfall;Lluvias - Altas precipitaciones;Cornare.;Nordeste;Amalfi;;;High;6.895627;-75.0143824;0;0;Terreno de 2 ha de cultivo afectados proceso acelerado por alta precipitación. (DI6Author : C.P. DI6Date : 7/09/01);
ant;1255;Debris Flow;;2005-11-15;Rainfall;Lluvias - Deslizamientos en la quebrada La Pasionaria;Municipio;Nordeste;Amalfi;;Sector Manantial la Cantarrana;High;6.895627;-75.0143824;0;75;13 familias de manantial damnificadas y 175 familias afectadas total 30 familias 142 personas que empezarán a definir plan de reubicación. el dapard apoyó con 75 mercados 50 frazadas 50 sábanas 32 mercados 32 kit de aseo 20 kit de cocina (di6author :;
ant;1314;Landslide;;2006-06-12;Rainfall;Lluvias - Deslizamiento de terreno en la parte posterior de viviendas;Municipio de Alejandría-Clopad;Nordeste;Amalfi;;Calle Concepción Zona urbana;High;6.895627;-75.0143824;0;36;El municipio solicita la ayuda en materiales para construcción de un muro de contención (220 sacos de cemento 1216 kg de hierro de 1/2 corrugado 25 m3 de triturado y 16 m3 de arena. no se han gestionado las ayudas por que el muicipio envió los reporte;
ant;1401;Landslide;;2008-05-16;Rainfall;Lluvias - Se vino un alud de tierra;Secretaría Planeación;Nordeste;Amalfi;;Los Rastrojos;High;6.895627;-75.0143824;0;5;Solicitan reubicacion y nueva construccion de la vivienda. solicitan visita tecnica. (DI6Author : PABLO PUERTA DI6Date : 2008-06-15);
ant;1402;Landslide;;2008-05-27;Rainfall;Lluvias - Se presenta alud de tierra;Unknown;Nordeste;Amalfi;;Los Rastrojos;High;6.895627;-75.0143824;0;3;Solicitan reubicacion y visita tecnica y materiales (DI6Author : PABLO DI6Date : 2008-06-15);
ant;1403;Landslide;;2008-06-01;Rainfall;Vendaval;Secretaría Planeación;Nordeste;Amalfi;;El Besuvio;High;6.895627;-75.0143824;0;4;Necesitan materiales y visita tecnica (DI6Author : PABLO DI6Date : 2008-JUN-15);
ant;1417;Landslide;;2008-07-09;Rainfall;Lluvias - Deslizamiento tierra parte posterior vivienda por talud;Secretaría Gobierno;Nordeste;Amalfi;;Zona urbana;High;6.895627;-75.0143824;0;4;Se requiere reeubicacion el comite de emergencia le notifico al señor carlos morales la situacion economica por la que esta pasando el municipio y el por que no se puede brindarle mas ayuda economica (DI6Author : PABLO PUERTA DI6Date : 2008/08/19);
ant;1418;Landslide;;2008-07-07;Rainfall;Lluvias - Inundación deslizamiento y eroscion en vivienda;Secretaría Gobierno;Nordeste;Amalfi;;El Popo;High;6.895627;-75.0143824;0;3;Se hace nesesario apollo humano porque la mayoria son niños la vivienda requiere reubicacion por estar en la cota de la inundacion del rio nare y por presentar deslizamiento el la parte de atras de la misma vivienda (DI6Author : PABLO PUERTA DI6Date : 2;
ant;1448;Landslide;;2008-07-07;Rainfall;Lluvias - Erocion de los taludes deslizamientos;Secretario de Gobierno;Nordeste;Amalfi;;Cruces San Lorenzo el Popo Pidras Abajo;High;6.895627;-75.0143824;0;53;Solicitan apoyo tecnico//ver inormes en carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008-09-06);
ant;1518;Debris Flow;;2008-12-09;Rainfall;Lluvias - Inundaciones en varias viviendas;Secretario (E) de Gobierno;Nordeste;Amalfi;;Cruces San José y Tocaima;High;6.895627;-75.0143824;0;400;El dapard recibe ficha de emergencias actas del clopad y registro fotografico. //el director del dapard aprueba materiales para 7 viviendas para enero de 2009. (DI6Author : LUZ MARINA R DI6Date : 09/12/2008);
ant;1615;Debris Flow;;2010-05-30;Rainfall;Vendaval;Unknown;Nordeste;Amalfi;;Cantarrana, el Hospital, Manantial y Vallecitos;High;6.895627;-75.0143824;0;150;;
ant;1630;Landslide;;2010-07-01;Rainfall;Vendaval;Unknown;Nordeste;Amalfi;;La Granja, Caracolí;High;6.895627;-75.0143824;0;50;;
ant;1677;Landslide;;2010-09-20;Rainfall;Vendaval;R 265103;Nordeste;Amalfi;;Silencio, Colanta, Salazar, Caracolí;High;6.895627;-75.0143824;0;30;;
ant;1803;Debris Flow;;2011-05-18;Rainfall;Vendaval;Sin;Nordeste;Amalfi;;Urbana;High;6.895627;-75.0143824;0;1500;;
ant;1861;Debris Flow;;2011-10-17;Rainfall;Vendaval;Rad 156405;Nordeste;Amalfi;;Casco urbano;High;6.895627;-75.0143824;0;350;;
ant;2099;Debris Flow;;2016-11-28;Rainfall;Creciente río - Producto de las fuertes lluvias que se presentaron en el mun;El Colombiano;Nordeste;Amalfi;;En Los sectores de Camellón, la Granja, Cantarrana y Centro;High;6.895627;-75.0143824;0;0;;
ant;2100;Landslide;;2016-11-28;Rainfall;Lluvias - Fuertes lluvias en el municipio de amalfi;El Colombiano;Nordeste;Amalfi;;Sector el Zacatín;High;6.895627;-75.0143824;0;0;;
ant;2204;Landslide;;2018-01-03;Unknown;Desconocida;El Colombiano;Nordeste;Amalfi;;Vía Terciaria que Comunica con San José del Nus, sector Cono;High;6.895627;-75.0143824;0;0;Presenta cierre total;
ant;2253;Landslide;;2018-06-02;Rainfall;Lluvias;El Colombiano;Nordeste;Amalfi;;Amalfi-Medellín, sector Caracolí, a 8 Km de la parte urbana;High;6.895627;-75.0143824;0;0;Pasó a un carril;
ant;2326;Landslide;;2019-11-05;Rainfall;Lluvias;El Colombiano;Nordeste;Amalfi;;Vereda el Retiro, en Inmediaciones de la Finca la Divisa;High;6.895627;-75.0143824;0;0;;
ant;8795;Landslide;;1943-12-04;Rainfall;;EL COLOMBIANO;;Abriaquí;Vereda El Tigre;Sitio La Merced;Low;6.87;-75.09;1;0;Fuertes lluvias.(DI6Author : C.P. DI6Date : 6/04/01);
ant;230;Landslide;;1948-02-18;Rainfall;Lluvias - El invierno;El Colombiano;Occidente;Abriaquí;;V. el Tigre sitio el Delirio.;Low;6.90472222222222;-75.0766666666667;1;0;6º54´17´´ y 75º04´36´´. (di6author : c.p. di6date : 6/04/01);
ant;8154;Debris Flow;;2020-10-22;Rainfall;Rainfall;Dagran;Nordeste;Amalfí;Vereda Los Toros;Sector el Chispero;Low;6.908;-75.074;0;4 casas, 1 Escuela;Avenida torrencial en el río porce en inmediaciones de la vereda los toros, sector el chispero, ocasionó afectaciones en cuatro viviendas por perdida de enseres, y en una escuela rural. no hay personas lesionadas.;
ant;8179;Landslide;;2020-11-03;Rainfall;Rainfall;Dagran;Nordeste;Amalfí;El Encanto, El Tapón, Encanto, La Guinea y El Pichón;El Encanto, el Tapón, Encanto, la Guinea y el Pichón;Low;6.907;-75.075;0;0;Movimientos en masa provocados por las fuertes lluvias se presentaron deslizamientos sobre la vía que conduce a medellín y en los sectores el encanto, el tapón, encanto, la guinea y el pichón sin victimas fatales.;
ant;8785;Landslide;;1965-09-30;Other cause;;EL COLOMBIANO;;Remedios;Unknown;Unknown;Low;7.02;-74.69;3;0;NO SE DESFINE.(DI6Author : C.P. DI6Date : 22/01/2001);
ant;538;Landslide;;1965-10-01;Unknown;Otra causa - No se define;El Colombiano;Nordeste;Remedios;;7º01´21´´ Y 74º41´48´´.;Low;7.0225;-74.6966666666667;3;0;(di6author : c.p. di6date : 22/01/2001);
ant;8649;Landslide;;2022-10-27;Rainfall;;El Colombiano;Nordeste;Remedios;Sector  San Cristóbal;Vía  Remedios - Segovia;High;7.028;-74.693;1;0;Un hombre de 37 años falleció este jueves luego de quedar sepultado tras un deslizamiento que se presentó debido a las fuertes lluvias que persisten en el departamento;
ant;8101;Debris Flow;;2020-06-11;Rainfall;Rainfall;Dagran;Nordeste;Remedios;El Paso de La Mula;El Paso de la Mula: Río Negrito;Low;7.028;-74.694;0;23 casas afectadas;Perdidas de enseres en 23 viviendas por creciente súbita del río negrito;
ant;180;Landslide;;1986-10-09;Rainfall;Lluvias - Época invernal;El Colombiano;Nordeste;Remedios;;Vía Bodegas-Remedios. Km 26.;High;7.0281273;-74.6936069;0;0;(di6author : c.p. di6date : 28/03/01);
ant;540;Landslide;;1984-10-23;Unknown;Otra causa - No se define;El Colombiano;Nordeste;Remedios;;Vía Remedios-Bodegas;High;7.0281273;-74.6936069;0;0;(di6author : c.p. di6date : );
ant;790;Landslide;;1996-08-27;Unknown;Otra causa - No se sabe;Dapard.;Nordeste;Remedios;;B. el Retiro Camilo Torres el Matadero 20 de Julio.;High;7.0281273;-74.6936069;0;255;Actualizado de la ficha número 980587 del dnpad. (DI6Author : C.P. DI6Date : 31/07/01);
ant;1118;Landslide;;2003-06-14;Rainfall;Vendaval;Director de Planeación;Nordeste;Remedios;;Los Plancitos;High;7.0281273;-74.6936069;0;50;Talud que bordea la banca de la carretera principal esta desestabilizado t solo funmciona un carril.//la emergencia fue atendida por una comision del clopad del municipio la población evacuada fue albergada por vecinos y familiares. se solicita al dapar;
ant;1183;Landslide;;2005-04-05;Anthropic;Otra causa - Derumbamiento de vivienda mal manejo de aguas lluvias y negras;Secretario Planeación;Nordeste;Remedios;;Sector la Avanzada Zona urbana;High;7.0281273;-74.6936069;0;0;Solicitan apoyo con $50 millones. el ingeniero geólogo hizo visita con anterioridad y se habían hecho recomendaciones para la mitigación del riesgo en el sector la avanzada. (di6author : di6date : );
ant;1388;Debris Flow;;2009-04-28;Rainfall;Vendaval;Unknown;Nordeste;Remedios;;Palo Cabildo;High;7.0281273;-74.6936069;0;25;;
ant;1542;Debris Flow;;2009-04-02;Rainfall;Vendaval;Unknown;Nordeste;Remedios;;Palo Cabildo;High;7.0281273;-74.6936069;0;25;;
ant;2058;Debris Flow;;2013-08-17;Rainfall;Lluvias;Reporte Cmgrd Rad 344777;Nordeste;Remedios;;Cabuyal - la Honda;High;7.0281273;-74.6936069;0;12;;
ant;2139;Landslide;;2015-06-02;Unknown;Desconocida;Dapard;Nordeste;Remedios;;;High;7.0281273;-74.6936069;0;0;36 familias afectadas y un total de 144 personas afectadas.;
ant;2335;Debris Flow;;2020-06-10;Rainfall;Lluvias - Precipitaciones de alta intensidad en la zona asociadas a la;Dapard;Nordeste;Remedios;;Vereda el Paso de la Mula;High;7.0281273;-74.6936069;0;0;Perdidas de enseres en 23 viviendas por creciente súbita del río negrito;
ant;8341;Debris Flow;;2021-06-25;Rainfall;;El Colombiano;Nordeste;Segovia;Segovia;Segovia;Mid;7.082;-74.702;0;0;Se presentó inundación por el desbordamiento de la quebraba Marquetalia. Hubo inundaciones en el barrio Marquetalia y sectores como El Tigrito y la Electrificadora, así como en un colegio de la localidad.;
ant;631;Landslide;;1984-03-13;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Segovia;Fraguas;;Mid;7.079604;-74.699095;3;0;(di6author : c.p. di6date : );
ant;8418;Debris Flow;;2021-10-18;Rainfall;;Caracol Noticias;Nordeste;Segovia;Segovia;Segovia;Mid;7.08;-74.701;0;400 personas afectadas;Debido a lluvias de más de 5 horas, provocando inundaciones dejando afectadas a más de 400 personas y 100 viviendas y comercios.;
ant;8699;Debris Flow;;2023-06-14;Rainfall;;Dagran;Nordeste;Segovia;Segovia;Segovia;High;7.079221;-74.700898;1;Viviendas afectadas;Gestión del riesgo de Segovia reporta que el pasado 14 de junio un menor de 15 años fue arrastrado por creciente súbita de la quebrada Manipa cuando cruzaba con sus mulas.;
ant;630;Landslide;;1947-02-03;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Segovia;;Mina el Silencio.;High;7.0797435;-74.7004374;1;0;(di6author : c.p. di6date : );
ant;632;Landslide;;1986-10-23;Unknown;Otra causa - No se sabe;El Colombiano;Nordeste;Segovia;;Tinamita.;High;7.0797435;-74.7004374;3;0;(di6author : c.p. di6date : );
ant;633;Debris Flow;;1982-04-16;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Nordeste;Segovia;;Mina Cogote;High;7.0797435;-74.7004374;0;0;(di6author : c.p. di6date : );
ant;1149;Landslide;;2004-05-12;Rainfall;Lluvias - Se presentaron varios deslizamientos en la noche del11 al 12;Municipio de Segovia;Nordeste;Segovia;;Barios 13 de Mayo Extrada Galan Gaitan Terminal de Galan;High;7.0797435;-74.7004374;0;165;Otros barrios afectados: liborio bataller tanque de almacenamiento de la terminal de galan. la ocuurencia de los deslizamientos se dio por lluvias torrenciales. (DI6Author : JNG DI6Date : 2004-05-14);
